Alloy Name,DOIs
Co2Mo1.75Ni2VW1.75,"['10.1016.j.matchar.2018.07.030', '10.1016.j.matdes.2016.07.113']"
Co2TiAl,"['10.1016.j.jallcom.2018.06.113', '10.1016.j.mseb.2020.114739']"
Co30Fe16.67Ni36.67Ti16.67,"['10.1016.j.commatsci.2021.110942', '10.1016.j.actamat.2020.02.041', '10.1016.j.intermet.2020.106844', '10.1016.j.vacuum.2023.112124', '10.1016.j.actamat.2017.05.071', '10.1016.j.commatsci.2022.111787']"
Co30Ni25Mn30Cr10Al5,"['10.1016.j.jallcom.2023.169207', '10.1016.j.matchar.2024.113937']"
Co31.67Ni31.67V31.67Al5,"['10.1016.j.corsci.2022.110567', '10.1016.j.jallcom.2021.160003', '10.1016.j.mtcomm.2022.103447']"
Co32.8Cr34.0Ni33.2,"['10.1016.j.calphad.2021.102388', '10.1016.j.jallcom.2021.162711']"
Co33.33Cr33.33Ni33.33,"['10.1016.j.matchemphys.2019.121841', '10.1016.j.intermet.2023.108072', '10.1016.j.jmst.2020.04.062']"
Co34.25Cr15Ni24Fe15Al5Ti3W1.5Mo1.5Nb0.75,"['10.1016.j.msea.2023.145669', '10.1016.j.jmst.2023.08.032']"
Co34.46Cr32.12Ni27.42Al3Ti3,"['10.1016.j.intermet.2022.107747', '10.1016.j.matchar.2023.113372', '10.1016.j.matdes.2024.113101', '10.1016.j.jmrt.2022.02.078', '10.1016.j.msea.2021.142440']"
Co34.5Cr30Ni26.5Al5.4W3.6,"['10.1016.j.mtsust.2023.100639', '10.1016.j.intermet.2020.106813', '10.1016.j.msea.2021.142140']"
Co34.5Cr32Ni27.5Al3Ti3,"['10.1016.j.jmrt.2023.02.189', '10.1016.j.msea.2021.142440']"
Co34Cr29B14Fe8Ni8Si7,"['10.1016.j.matlet.2017.09.056', '10.1016.j.surfcoat.2018.10.086']"
Co34Cr32Ni27Al3.5Ti3.5,"['10.1016.j.ijplas.2024.103992', '10.1016.j.jmst.2022.08.052']"
Co35Cr15Fe20Ni20Mo10,"['10.1016.j.jallcom.2022.165585', '10.1016.j.jallcom.2021.160995', '10.1016.j.jmst.2020.10.079']"
Co35Cr20Mn15Ni15Fe15,"['10.1016.j.ijplas.2022.103417', '10.1016.j.scriptamat.2019.02.018']"
Co35Cr25Mn15Ni15Fe10,"['10.1016.j.ijplas.2022.103417', '10.1016.j.scriptamat.2019.02.018']"
Co35Cr5Fe10Ni30Ti20,"['10.1016.j.jallcom.2023.170697', '10.1016.j.jallcom.2021.161773', '10.1016.j.jallcom.2022.167451']"
Co35Cr5Fe20Ni20Ti20,"['10.1016.j.jallcom.2019.153534', '10.1016.j.jmmm.2019.03.129']"
Co36.2Ni30.9Cr21.9Mo4.5Ti4.7Nb0.7Fe1.1,"['10.1016.j.matchar.2023.113471', '10.1016.j.jmrt.2023.03.175']"
Co36Fe36Cr18Ni10,"['10.1016.j.jallcom.2022.163947', '10.1016.j.matchar.2021.111254']"
Co40Cr20Fe20Ni20,"['10.1016.j.matdes.2021.109849', '10.1016.j.vacuum.2023.112446']"
Co40Cr20Ni30Al5Ti5,"['10.1016.j.apmt.2021.101037', '10.1016.j.jmrt.2023.02.129', '10.1016.j.jmrt.2023.04.042']"
Co40Cr20Ni30Mo2Al4Ti4,"['10.1016.j.jallcom.2022.166106', '10.1016.j.msea.2022.143712', '10.1016.j.msea.2023.144727']"
Co40Fe30Ni30,"['10.1016.j.jmrt.2020.10.068', '10.1016.j.intermet.2019.106583']"
Co40Fe35Cr16Ni8Ti1,"['10.1016.j.jmrt.2022.03.084', '10.1016.j.jallcom.2021.163036']"
Co45Cr15Ni30Al5Ti5,"['10.1016.j.jallcom.2023.172572', '10.1016.j.msea.2023.145164']"
Co47.5Cr47.5Ni47.5Al2Ti2Ta1,"['10.1016.j.msea.2020.140213', '10.1016.j.jallcom.2022.165206']"
Co48Cr48Ni48Al2Ti2,"['10.1016.j.msea.2020.140213', '10.1016.j.jallcom.2022.165206']"
Co94Cr94Ni94Al3Ti3,"['10.1016.j.actamat.2023.119328', '10.1016.j.actamat.2017.07.029']"
CoCr1.3FeNi0.7MnNb0.3,"['10.1016.j.scriptamat.2022.115271', '10.1016.j.msea.2024.146467']"
CoCr1.3FeNi0.7MnNb0.4,"['10.1016.j.scriptamat.2022.115271', '10.1016.j.msea.2024.146467']"
CoCr1.3Ni,"['10.1016.j.jmrt.2023.10.266', '10.1016.j.msea.2020.139122']"
CoCr1.5CuFeMnNi,"['10.1016.j.micron.2022.103291', '10.1016.j.jmmm.2019.165574']"
CoCr2CuFeMnNi,"['10.1016.j.micron.2022.103291', '10.1016.j.jmmm.2019.165574']"
CoCr2FeNi,"['10.1016.j.scriptamat.2022.115269', '10.1016.j.corsci.2021.109727', '10.1016.j.surfcoat.2018.03.035']"
CoCr3Fe5Ni,"['10.1016.j.jallcom.2023.172051', '10.1016.j.matlet.2021.130110']"
CoCrBFeNiSi,"['10.1016.j.matdes.2024.112922', '10.1016.j.msea.2022.142967', '10.1016.j.surfcoat.2018.10.086']"
CoCrCu,"['10.1016.j.mtcomm.2019.100658', '10.1016.j.mtcomm.2018.02.001']"
CoCrCu0.5FeNi,"['10.1016.j.jallcom.2018.10.170', '10.1016.j.triboint.2021.106857']"
CoCrCu1.2FeNi,"['10.1016.j.jmst.2021.12.044', '10.1016.j.corsci.2021.109897', '10.1016.j.jallcom.2021.160102', '10.1016.j.jallcom.2023.172943', '10.1016.j.jmrt.2023.10.037', '10.1016.j.matchar.2023.112926']"
CoCrCu2FeNi,"['10.1016.j.intermet.2022.107682', '10.1016.j.jmst.2020.04.009']"
CoCrCu3FeNi,"['10.1016.j.intermet.2022.107682', '10.1016.j.jmst.2020.04.009']"
CoCrCuFe2Ni,"['10.1016.j.jallcom.2018.10.170', '10.1016.j.intermet.2016.01.008']"
CoCrCuFeMn,"['10.1016.j.mtcomm.2018.02.001', '10.1016.j.matchemphys.2017.09.010']"
CoCrCuFeMnNi,"['10.1016.j.micron.2020.102995', '10.1016.j.jmrt.2022.11.072', '10.1016.j.micron.2022.103291']"
CoCrCuFeMoNi,"['10.1016.j.matchar.2018.07.015', '10.1016.j.msea.2015.06.061']"
CoCrCuFeNi,"['10.1016.j.est.2023.107419', '10.1016.j.jmrt.2023.10.266', '10.1016.j.mtsust.2023.100639', '10.1016.j.jmst.2020.11.029', '10.1016.j.jallcom.2023.170826', '10.1016.j.pmatsci.2013.10.001', '10.1016.j.apsusc.2023.157722', '10.1016.j.intermet.2014.12.007', '10.1016.j.ijrmhm.2019.105032', '10.1016.j.actamat.2017.10.058', '10.1016.j.actamat.2018.05.002', '10.1016.j.heliyon.2024.e32715', '10.1016.j.ijplas.2021.103157', '10.1016.j.jallcom.2022.166525', '10.1016.j.commatsci.2022.111402', '10.1016.j.matchemphys.2023.127325', '10.1016.j.intermet.2020.106844', '10.1016.j.ultramic.2013.06.006', '10.1016.j.matdes.2017.01.082', '10.1016.j.jmrt.2021.08.001', '10.1016.j.mtcomm.2018.02.001', '10.1016.j.jallcom.2018.10.170', '10.1016.j.triboint.2021.106857', '10.1016.j.intermet.2022.107682', '10.1016.j.jmst.2020.04.009', '10.1016.j.intermet.2016.01.008', '10.1016.j.matchemphys.2017.09.010', '10.1016.j.actamat.2024.119778', '10.1016.j.intermet.2016.07.003', '10.1016.j.intermet.2017.03.021', '10.1016.j.intermet.2017.10.018', '10.1016.j.intermet.2022.107778', '10.1016.j.jallcom.2014.02.121', '10.1016.j.jallcom.2018.02.170', '10.1016.j.jallcom.2018.03.242', '10.1016.j.jallcom.2021.158712', '10.1016.j.jallcom.2021.163089', '10.1016.j.jmrt.2024.01.113', '10.1016.j.jmst.2018.02.003', '10.1016.j.jmst.2021.07.002', '10.1016.j.matlet.2024.136870', '10.1016.j.mtcomm.2022.104915', '10.1016.j.mtcomm.2023.106523', '10.1016.j.physb.2022.413834', '10.1016.j.jallcom.2019.152218', '10.1016.j.matchemphys.2020.123709', '10.1016.j.physb.2019.07.028', '10.1016.j.vacuum.2022.111513', '10.1016.S1003-6326(23)66172-2', '10.1016.j.actamat.2022.118187', '10.1016.j.ceramint.2023.09.201', '10.1016.j.commatsci.2023.112185', '10.1016.j.commatsci.2023.112758', '10.1016.j.engfracmech.2022.108809', '10.1016.j.ijplas.2021.103081', '10.1016.j.jallcom.2018.08.044', '10.1016.j.jmapro.2023.05.054', '10.1016.j.jmrt.2022.01.006', '10.1016.j.jmrt.2023.06.166', '10.1016.j.jmst.2024.02.001', '10.1016.j.matlet.2020.129206', '10.1016.j.physleta.2020.126516', '10.1016.j.scriptamat.2017.06.046', '10.1016.j.surfcoat.2013.12.053', '10.1016.j.surfcoat.2017.03.014', '10.1016.j.surfcoat.2019.02.045', '10.1016.j.surfcoat.2022.128921', '10.1016.j.triboint.2022.107767', '10.1016.j.tsf.2016.09.021']"
CoCrCuFeNiMo,"['10.1016.j.actamat.2017.10.058', '10.1016.j.jallcom.2022.164669']"
CoCrCuFeNiPr,"['10.1016.j.pmatsci.2021.100854', '10.1016.j.intermet.2018.10.003']"
CoCrCuFeNiSi0.2,"['10.1016.j.jmrt.2023.11.138', '10.1016.j.matchemphys.2019.122522']"
CoCrCuFeNiV,"['10.1016.j.physb.2022.413834', '10.1016.j.physb.2019.07.028']"
CoCrCuFeNiV0.6,"['10.1016.j.physb.2022.413834', '10.1016.j.physb.2019.07.028']"
CoCrCuMn,"['10.1016.j.intermet.2015.12.011', '10.1016.j.mtcomm.2018.02.001']"
CoCrCuMnNi,"['10.1016.j.jallcom.2018.07.264', '10.1016.j.mtcomm.2018.02.001', '10.1016.j.scriptamat.2020.06.060']"
CoCrCuNi,"['10.1016.j.intermet.2015.12.011', '10.1016.j.mtcomm.2018.02.001', '10.1016.j.mtcomm.2022.104915']"
CoCrCuTi,"['10.1016.j.mtcomm.2019.100658', '10.1016.j.matchemphys.2020.124190']"
CoCrFeCu1.71Ni,"['10.1016.j.matlet.2020.127866', '10.1016.j.msea.2020.139241']"
CoCrFeCuNi,"['10.1016.j.jallcom.2022.166768', '10.1016.j.msea.2014.10.065', '10.1016.j.jmst.2021.07.002', '10.1016.j.matlet.2020.127866', '10.1016.j.msea.2020.139241', '10.1016.j.intermet.2015.11.005', '10.1016.j.jnucmat.2022.153884', '10.1016.j.mtcomm.2022.104059']"
CoCrFeMn0.5Ni,"['10.1016.j.jallcom.2023.170826', '10.1016.j.msea.2021.141085', '10.1016.j.actamat.2013.04.058', '10.1016.j.matchemphys.2017.06.039']"
