Alloy,Processing condition,Testing condition,Property,Value,Unit
H-0.75,D-BCC (42.35%),-,Chemical Composition,Al: 30.21; Co: 17.61; Cr: 10.97; Fe: 13.12; Ni: 28.09,at%
H-0.875,Designed,-,Chemical Composition,Al: 17.95; Co: 20.51; Cr: 20.51; Fe: 20.51; Ni: 20.51,at%
H-0.875,Overall,-,Chemical Composition,Al: 17.33; Co: 21.15; Cr: 20.93; Fe: 20.18; Ni: 20.43,at%
H-0.875,W-FCC (37.12%),-,Chemical Composition,Al: 7.99; Co: 22.98; Cr: 27.18; Fe: 26.1; Ni: 15.74,at%
H-0.875,BCC (62.88%),-,Chemical Composition,Al: 27.25; Co: 18.69; Cr: 13.43; Fe: 14.46; Ni: 26.18,at%
H-1.00,Designed,-,Chemical Composition,Al: 20.0; Co: 20.0; Cr: 20.0; Fe: 20.0; Ni: 20.0,at%
H-1.00,Overall,-,Chemical Composition,Al: 20.12; Co: 19.58; Cr: 20.7; Fe: 20.33; Ni: 19.27,at%
H-1.00,W-FCC (18.87%),-,Chemical Composition,Al: 6.98; Co: 23.12; Cr: 27.78; Fe: 27.7; Ni: 14.42,at%
H-1.00,BCC (81.13%),-,Chemical Composition,Al: 26.49; Co: 19.56; Cr: 12.76; Fe: 15.52; Ni: 25.67,at%
H-1.25,Designed,-,Chemical Composition,Al: 23.81; Co: 19.05; Cr: 19.05; Fe: 19.05; Ni: 19.05,at%
H-1.25,Overall,-,Chemical Composition,Al: 25.53; Co: 19.24; Cr: 19.06; Fe: 19.11; Ni: 19.06,at%
H-1.25,W-BCC (26.08%),-,Chemical Composition,Al: 11.74; Co: 18.4; Cr: 33.63; Fe: 26.37; Ni: 9.85,at%
H-1.25,BCC (matrix, 73.92%),-,Chemical Composition,Al: 27.69; Co: 19.27; Cr: 14.32; Fe: 16.45; Ni: 22.27,at%
H-1.50,Designed,-,Chemical Composition,Al: 27.27; Co: 18.18; Cr: 18.18; Fe: 18.18; Ni: 18.18,at%
H-1.50,Overall,-,Chemical Composition,Al: 27.44; Co: 18.69; Cr: 18.26; Fe: 17.95; Ni: 17.66,at%
H-1.50,W-BCC (18.21%),-,Chemical Composition,Al: 11.32; Co: 15.68; Cr: 38.48; Fe: 27.5; Ni: 7.02,at%
H-1.50,BCC (matrix, 81.79%),-,Chemical Composition,Al: 31.03; Co: 19.07; Cr: 13.34; Fe: 15.07; Ni: 21.49,at%
H-2.00,Designed,-,Chemical Composition,Al: 33.33; Co: 16.67; Cr: 16.67; Fe: 16.67; Ni: 16.67,at%
H-2.00,Overall,-,Chemical Composition,Al: 30.13; Co: 17.65; Cr: 17.96; Fe: 17.29; Ni: 16.97,at%
H-2.00,W-BCC (30.94%),-,Chemical Composition,Al: 18.19; Co: 12.27; Cr: 36.8; Fe: 25.21; Ni: 7.53,at%
H-2.00,BCC (matrix, 69.06%),-,Chemical Composition,Al: 35.48; Co: 19.29; Cr: 10.63; Fe: 14.21; Ni: 20.4,at%
H-0,-,FCC phase,Lattice Constants,3.561,A
H-0,-,-,Hardness,113.0+-0.4,Hv
H-0.25,-,FCC phase,Lattice Constants,3.573,A
H-0.25,-,-,Hardness,113.0+-4,Hv
H-0.375,-,FCC phase,Lattice Constants,3.569,A
H-0.375,-,-,Hardness,196.0+-2,Hv
H-0.50,-,FCC phase,Lattice Constants,3.591,A
H-0.50,-,BCC phase,Lattice Constants,2.873,A
H-0.50,-,-,Hardness,209.0+-12,Hv
H-0.75,-,FCC phase,Lattice Constants,3.589,A
H-0.75,-,BCC phase,Lattice Constants,2.873,A
H-0.75,-,-,Hardness,280.0+-3,Hv
H-0.875,-,FCC phase,Lattice Constants,3.577,A
H-0.875,-,BCC phase,Lattice Constants,2.869,A
H-0.875,-,-,Hardness,361.0+-7,Hv
H-1.00,-,FCC phase,Lattice Constants,3.583,A
H-1.00,-,BCC phase,Lattice Constants,2.862,A
H-1.00,-,-,Hardness,433.0+-22,Hv
H-1.25,-,BCC phase,Lattice Constants,2.866,A
H-1.25,-,-,Hardness,499.0+-23,Hv
H-1.50,-,BCC phase,Lattice Constants,2.871,A
H-1.50,-,-,Hardness,517.3+-21,Hv
H-2.00,-,BCC phase,Lattice Constants,2.866,A
H-2.00,-,-,Hardness,512.4+-18,Hv
D-0,-,FCC phase,Lattice Constants,3.554,A
D-0,-,BCC phase,Lattice Constants,-,-
D-0,-,-,Hardness,325±9,Hv
D-0.25,-,FCC phase,Lattice Constants,3.578,A
D-0.25,-,BCC phase,Lattice Constants,-,-
D-0.25,-,-,Hardness,346±5,Hv
D-0.375,-,FCC phase,Lattice Constants,3.579,A
D-0.375,-,BCC phase,Lattice Constants,nan,-
D-0.375,-,-,Hardness,360±7,Hv
D-0.50,-,FCC phase,Lattice Constants,3.561,A
D-0.50,-,BCC phase,Lattice Constants,2.852,A
D-0.50,-,-,Hardness,368±4,Hv
D-0.75,-,FCC phase,Lattice Constants,3.568,A
D-0.75,-,BCC phase,Lattice Constants,2.857,A
D-0.75,-,-,Hardness,434±8,Hv
D-0.875,-,FCC phase,Lattice Constants,3.597,A
D-0.875,-,BCC phase,Lattice Constants,2.856,A
D-0.875,-,-,Hardness,497±7,Hv
D-0,-,Designed,Chemical Composition,Al: 0.0; Co: 25.0; Cr: 25.0; Fe: 25.0; Ni: 25.0,at%
D-0,-,Overall (FCC),Chemical Composition,Al: 0.0; Co: 25.61; Cr: 25.17; Fe: 24.84; Ni: 24.38,at%
D-0.25,-,Designed,Chemical Composition,Al: 5.88; Co: 23.53; Cr: 23.53; Fe: 23.53; Ni: 23.53,at%
D-0.25,-,Overall (FCC),Chemical Composition,Al: 5.41; Co: 23.55; Cr: 24.17; Fe: 23.81; Ni: 23.06,at%
D-0.375,-,Designed,Chemical Composition,Al: 8.57; Co: 22.86; Cr: 22.86; Fe: 22.86; Ni: 22.86,at%
D-0.375,-,Overall,Chemical Composition,Al: 7.83; Co: 23.03; Cr: 23.24; Fe: 22.99; Ni: 22.91,at%
D-0.375,-,FCC (78.85%),Chemical Composition,Al: 7.08; Co: 23.67; Cr: 23.66; Fe: 22.98; Ni: 22.61,at%
D-0.375,-,N-BCC (21.15%),Chemical Composition,Al: 24.93; Co: 16.52; Cr: 11.42; Fe: 13.52; Ni: 33.62,at%
D-0.50,-,Designed,Chemical Composition,Al: 11.11; Co: 22.22; Cr: 22.22; Fe: 22.22; Ni: 22.22,at%
D-0.50,-,Overall,Chemical Composition,Al: 11.05; Co: 21.75; Cr: 22.86; Fe: 22.27; Ni: 22.06,at%
D-0.50,-,FCC (75.51%),Chemical Composition,Al: 7.66; Co: 23.12; Cr: 24.95; Fe: 23.79; Ni: 20.48,at%
D-0.50,-,N-BCC (24.49%),Chemical Composition,Al: 29.64; Co: 16.47; Cr: 8.49; Fe: 11.78; Ni: 33.61,at%
D-0.75,-,Designed,Chemical Composition,Al: 15.79; Co: 21.05; Cr: 21.05; Fe: 21.05; Ni: 21.05,at%
D-0.75,-,Overall,Chemical Composition,Al: 15.45; Co: 21.06; Cr: 21.5; Fe: 20.99; Ni: 20.99,at%
D-0.75,-,FCC (57.65%),Chemical Composition,Al: 7.81; Co: 22.88; Cr: 27.8; Fe: 24.52; Ni: 16.99,at%
D-0.75,-,D-BCC (42.35%),Chemical Composition,Al: 29.05; Co: 17.6; Cr: 11.0; Fe: 12.87; Ni: 29.48,at%
D-0.875,-,Designed,Chemical Composition,Al: 17.95; Co: 20.51; Cr: 20.51; Fe: 20.51; Ni: 20.51,at%
D-0.875,-,Overall,Chemical Composition,Al: 16.9; Co: 19.77; Cr: 21.35; Fe: 20.77; Ni: 21.22,at%
D-0.875,-,W-FCC (37.12%),Chemical Composition,Al: 6.35; Co: 29.37; Cr: 25.93; Fe: 22.33; Ni: 16.02,at%
D-0.875,-,BCC (62.88%),Chemical Composition,Al: 26.87; Co: 12.97; Cr: 15.01; Fe: 18.3; Ni: 26.85,at%
AlCoCrFeNiC,Nominal,-,Atomic Radius,Al: 1.43; Co: 1.25; Cr: 1.21; Fe: 1.24; Ni: 1.24; C: 0.91,Å
AlCoCrFeNiC0.0,as-cast,-,Elastic Modulus,125.1,GPa
AlCoCrFeNiC0.0,as-cast,-,Yield Stress,1138,MPa
AlCoCrFeNiC0.1,as-cast,-,Elastic Modulus,213.2,GPa
AlCoCrFeNiC0.1,as-cast,-,Yield Stress,957,MPa
AlCoCrFeNiC0.1,as-cast,-,Compressive Strength,2550,MPa
AlCoCrFeNiC0.1,as-cast,-,Strain,10.52,%
AlCoCrFeNiC0.2,as-cast,-,Elastic Modulus,150.9,GPa
AlCoCrFeNiC0.2,as-cast,-,Yield Stress,906,MPa
AlCoCrFeNiC0.2,as-cast,-,Compressive Strength,2386,MPa
AlCoCrFeNiC0.2,as-cast,-,Strain,8.68,%
AlCoCrFeNiC0.3,as-cast,-,Elastic Modulus,137.2,GPa
AlCoCrFeNiC0.3,as-cast,-,Yield Stress,867,MPa
AlCoCrFeNiC0.3,as-cast,-,Compressive Strength,2178,MPa
AlCoCrFeNiC0.3,as-cast,-,Strain,7.82,%
AlCoCrFeNiC0.4,as-cast,-,Elastic Modulus,156.1,GPa
AlCoCrFeNiC0.4,as-cast,-,Yield Stress,1056,MPa
AlCoCrFeNiC0.4,as-cast,-,Compressive Strength,2375,MPa
AlCoCrFeNiC0.4,as-cast,-,Strain,6.67,%
AlCoCrFeNiC0.5,as-cast,-,Elastic Modulus,180.8,GPa
AlCoCrFeNiC0.5,as-cast,-,Yield Stress,1060,MPa
AlCoCrFeNiC0.5,as-cast,-,Compressive Strength,2250,MPa
AlCoCrFeNiC0.5,as-cast,-,Strain,5.60,%
AlCoCrFeNiC1.0,as-cast,-,Elastic Modulus,75.1,GPa
AlCoCrFeNiC1.0,as-cast,-,Yield Stress,1251,MPa
AlCoCrFeNiC1.0,as-cast,-,Compressive Strength,2166,MPa
AlCoCrFeNiC1.0,as-cast,-,Strain,7.04,%
AlCoCrFeNiC1.5,as-cast,-,Elastic Modulus,72.5,GPa
AlCoCrFeNiC1.5,as-cast,-,Yield Stress,1255,MPa
AlCoCrFeNiC1.5,as-cast,-,Compressive Strength,2083,MPa
AlCoCrFeNiC1.5,as-cast,-,Strain,5.54,%
TaNbHfZrTi,-,-,Elemental Composition,Ta: 19.68; Nb: 18.93; Hf: 20.46; Zr: 21.23; Ti: 19.7,at%
TaNbHfZrTi,-,-,Elemental Composition,Ta: 30.04; Nb: 14.84; Hf: 30.82; Zr: 16.34; Ti: 7.96,wt%
Ta,-,-,Lattice Parameter,330.3,pm
Nb,-,-,Lattice Parameter,330.1,pm
Hf,-,-,Lattice Parameter,355.9,pm
Zr,-,-,Lattice Parameter,358.2,pm
Ti,-,-,Lattice Parameter,327.6,pm
Alloy Calc.,-,-,Lattice Parameter,340.9,pm
Alloy Exp.,-,-,Lattice Parameter,340.4,pm
Ta,-,-,Density,16.65,g/cm3
Nb,-,-,Density,8.57,g/cm3
Hf,-,-,Density,13.31,g/cm3
Zr,-,-,Density,6.51,g/cm3
Ti,-,-,Density,4.51,g/cm3
Alloy Calc.,-,-,Density,9.89,g/cm3
Alloy Exp.,-,-,Density,9.94,g/cm3
Ta,-,-,Hardness,873.0,MPa
Nb,-,-,Hardness,1320.0,MPa
Hf,-,-,Hardness,1760.0,MPa
Zr,-,-,Hardness,903.0,MPa
Ti,-,-,Hardness,970.0,MPa
Alloy Calc.,-,-,Hardness,1165.0,MPa
Alloy Exp.,-,-,Hardness,3826.0,MPa
Ta,-,-,Yield Strength,170.0,MPa
Nb,-,-,Yield Strength,240.0,MPa
Hf,-,-,Yield Strength,240.0,MPa
Zr,-,-,Yield Strength,280.0,MPa
Ti,-,-,Yield Strength,195.0,MPa
Alloy Calc.,-,-,Yield Strength,226.0,MPa
Alloy Exp.,-,-,Yield Strength,929.0,MPa
BCC,-,Milling time(in h): 30,Lattice Strain,0.51,%
BCC,-,Milling time(in h): 45,Lattice Strain,0.86,%
BCC,-,Milling time(in h): 49,Lattice Strain,0.98,%
FCC,-,Milling time(in h): 30,Lattice Strain,0.42,%
FCC,-,Milling time(in h): 45,Lattice Strain,0.97,%
FCC,-,Milling time(in h): 49,Lattice Strain,1.32,%
A, D, E, G, H, I, J, K, M, N, O, P, T, W, X, Y, Z,-,Crystal Structure,FCC1,-
B,C, F, L,U, Q, R, S,-,Crystal Structure,FCC2,-
V,-,Crystal Structure,BCC,-
Nominal composition,-,-,Chemical Composition,Co: 20; Fe: 20; Ni: 20; Cr: 20; Al: 12; Ti: 8,at%
CoFeNiCrAl0.6Ti0.4,SPS,-,Yield Strength,2.08,GPa
CoFeNiCrAl0.6Ti0.4,SPS,-,Ultimate Tensile Strength,2.52,GPa
CoFeNiCrAl0.6Ti0.4,SPS,-,Hardness,573,Hv
CoFeNiCrAlTi,Copper mold casting,-,Yield Strength,1.86,GPa
CoFeNiCrAlTi,Copper mold casting,-,Ultimate Tensile Strength,2.58,GPa
CoFeNiCrAlTi,Arc-melting,-,Ultimate Tensile Strength,2.28,GPa
CoFeNiCrAlTi,SPS,-,Hardness,432,Hv
CoFe,-,-,Mixing Enthalpy,-1,kJ/mol
CoNi,-,-,Mixing Enthalpy,0,kJ/mol
CoCr,-,-,Mixing Enthalpy,-4,kJ/mol
CoAl,-,-,Mixing Enthalpy,-19,kJ/mol
CoTi,-,-,Mixing Enthalpy,-28,kJ/mol
FeNi,-,-,Mixing Enthalpy,-2,kJ/mol
FeCr,-,-,Mixing Enthalpy,-1,kJ/mol
FeAl,-,-,Mixing Enthalpy,-11,kJ/mol
FeTi,-,-,Mixing Enthalpy,-17,kJ/mol
NiCr,-,-,Mixing Enthalpy,-7,kJ/mol
NiAl,-,-,Mixing Enthalpy,-22,kJ/mol
NiTi,-,-,Mixing Enthalpy,-35,kJ/mol
CrAl,-,-,Mixing Enthalpy,-10,kJ/mol
CrTi,-,-,Mixing Enthalpy,-7,kJ/mol
AlTi,-,-,Mixing Enthalpy,-30,kJ/mol
HfNbTaTiZr,as-cold-rolled,Condition: 65% thickness reduction,Hardness,367 ± 8,Hv
HfNbTaTiZr,annealed at 800 degC,Condition: 65% thickness reduction,Hardness,374 ± 8,Hv
HfNbTaTiZr,annealed at 1000 degC,Condition: 65% thickness reduction,Hardness,347 ± 6,Hv
HfNbTaTiZr,annealed at 1200 degC,Condition: 65% thickness reduction,Hardness,367 ± 5,Hv
HfNbTaTiZr,as-cold-rolled,Condition: 86.4% thickness reduction,Hardness,366 ± 4,Hv
HfNbTaTiZr,annealed at 800 degC,Condition: 86.4% thickness reduction,Hardness,375 ± 5,Hv
HfNbTaTiZr,annealed at 1000 degC,Condition: 86.4% thickness reduction,Hardness,351 ± 7,Hv
HfNbTaTiZr,annealed at 1200 degC,Condition: 86.4% thickness reduction,Hardness,370 ± 5,Hv
HfNbTaTiZr,As-cold-rolled,-,Stress,1202,MPa
HfNbTaTiZr,As-cold-rolled,-,Stress,1295,MPa
HfNbTaTiZr,As-cold-rolled,-,Elastic Moduli,93.3,GPa
HfNbTaTiZr,Cold-rolled + annealed at 800 degC/2 h,-,Stress,1303,MPa
HfNbTaTiZr,Cold-rolled + annealed at 800 degC/2 h,-,Elastic Moduli,100.0,GPa
HfNbTaTiZr,Cold-rolled + annealed at 1000 degC/2 h,-,Stress,1145,MPa
HfNbTaTiZr,Cold-rolled + annealed at 1000 degC/2 h,-,Elastic Moduli,99.2,GPa
HfNbTaTiZr,cold-rolled,annealing at 800 degC for 2 h; Particles,Chemical Composition,Hf: 16.5 ± 1.7; Nb: 22.0 ± 0.7; Ta: 30.7 ± 3.1; Ti: 16.8 ± 1.0; Zr: 14.0 ± 1.3,at%
HfNbTaTiZr,cold-rolled,annealing at 800 degC for 2 h; Recrystallized grains,Chemical Composition,Hf: 23.3 ± 1.2; Nb: 18.1 ± 0.3; Ta: 17.3 ± 0.5; Ti: 19.8 ± 0.3; Zr: 21.5 ± 1.5,at%
HfNbTaTiZr,cold-rolled,annealing at 800 degC for 2 h; Unrecrystallized grains: regions without particles,Chemical Composition,Hf: 22.3 ± 0.9; Nb: 18.7 ± 0.6; Ta: 20.8 ± 1.3; Ti: 18.8 ± 0.6; Zr: 19.4 ± 1.3,at%
HfNbTaTiZr,cold-rolled,annealing at 800 degC for 2 h; Unrecrystallized grains: regions with particles,Chemical Composition,Hf: 22.5 ± 0.3; Nb: 19.7 ± 0.3; Ta: 23.7 ± 0.9; Ti: 17.9 ± 0.5; Zr: 16.3 ± 0.4,at%
HfNbTaTiZr,cold-rolled,annealing at 800 degC for 2 h; Overall alloy composition,Chemical Composition,Hf: 20.8 ± 0.1; Nb: 19.6 ± 0.3; Ta: 21.5 ± 0.3; Ti: 18.8 ± 0.2; Zr: 19.4 ± 0.1,at%
Hf,-,-,Young's modulus,78.0,GPa
Nb,-,-,Young's modulus,105.0,GPa
Ta,-,-,Young's modulus,186.0,GPa
Ti,-,-,Young's modulus,116.0,GPa
Zr,-,-,Young's modulus,68.0,GPa
HfNbTaTiZr,-,-,Young's modulus,107.9,GPa
AlNbTiV,-,-,Density,5590 +- 70,kg/m³
AlCr0.5NbTiV,-,-,Density,5710 +- 80,kg/m³
AlCrNbTiV,-,-,Density,5820 +- 120,kg/m³
AlCr1.5NbTiV,-,-,Density,5900 +- 80,kg/m³
AlNbTiV,-,Temperature(in degS): 22,Yield Strength,1000,MPa
AlNbTiV,-,Temperature(in degS): 600,Yield Strength,780,MPa
AlNbTiV,-,Temperature(in degS): 800,Yield Strength,560,MPa
AlNbTiV,-,Temperature(in degS): 1000,Yield Strength,110,MPa
AlCr0.5NbTiV,-,Temperature(in degS): 22,Yield Strength,1300,MPa
AlCr0.5NbTiV,-,Temperature(in degS): 600,Yield Strength,1005,MPa
AlCr0.5NbTiV,-,Temperature(in degS): 800,Yield Strength,640,MPa
AlCr0.5NbTiV,-,Temperature(in degS): 1000,Yield Strength,40,MPa
AlCrNbTiV,-,Temperature(in degS): 22,Yield Strength,1550,MPa
AlCrNbTiV,-,Temperature(in degS): 600,Yield Strength,1015,MPa
AlCrNbTiV,-,Temperature(in degS): 800,Yield Strength,860,MPa
AlCrNbTiV,-,Temperature(in degS): 1000,Yield Strength,65,MPa
AlCr1.5NbTiV,-,Temperature(in degS): 22,Yield Strength,1700,MPa
AlCr1.5NbTiV,-,Temperature(in degS): 600,Yield Strength,1370,MPa
AlCr1.5NbTiV,-,Temperature(in degS): 800,Yield Strength,970,MPa
AlCr1.5NbTiV,-,Temperature(in degS): 1000,Yield Strength,75,MPa
AlNbTiV,homogenized,Grains,Chemical Composition,Al: 27.4 ± 0.3; Nb: 24.2 ± 0.3; Ti: 24.6 ± 0.1; V: 23.8 ± 0.2,at%
AlNbTiV,homogenized,Alloy composition,Chemical Composition,Al: 27.6 ± 0.2; Nb: 24.1 ± 0.1; Ti: 24.8 ± 0.3; V: 23.5 ± 0.1,at%
AlCr0.5NbTiV,homogenized,Grains,Chemical Composition,Al: 25.5 ± 0.1; Cr: 10.1 ± 0.2; Nb: 22.4 ± 0.3; Ti: 21.6 ± 0.3; V: 20.4 ± 0.1,at%
AlCr0.5NbTiV,homogenized,Alloy composition,Chemical Composition,Al: 25.6 ± 0.2; Cr: 10.2 ± 0.2; Nb: 22.2 ± 0.1; Ti: 21.4 ± 0.2; V: 20.6 ± 0.3,at%
AlCrNbTiV,homogenized,Grains,Chemical Composition,Al: 23.2 ± 0.2; Cr: 17.6 ± 0.3; Nb: 19.9 ± 0.4; Ti: 20.1 ± 0.3; V: 19.2 ± 0.2,at%
AlCrNbTiV,homogenized,Light particles,Chemical Composition,Al: 18.0 ± 0.3; Cr: 34.5 ± 0.4; Nb: 25.5 ± 0.5; Ti: 9.4 ± 0.2; V: 12.6 ± 0.1,at%
AlCrNbTiV,homogenized,Alloy composition,Chemical Composition,Al: 22.9 ± 0.2; Cr: 18.8 ± 0.3; Nb: 20.2 ± 0.1; Ti: 19.3 ± 0.2; V: 18.8 ± 0.4,at%
AlCr1.5NbTiV,homogenized,Grains,Chemical Composition,Al: 23.1 ± 0.3; Cr: 20.4 ± 0.1; Nb: 16.2 ± 0.4; Ti: 21.1 ± 0.1; V: 19.2 ± 0.2,at%
AlCr1.5NbTiV,homogenized,Light particles,Chemical Composition,Al: 16.9 ± 0.1; Cr: 36.8 ± 0.5; Nb: 24.4 ± 0.2; Ti: 10.3 ± 0.3; V: 11.6 ± 0.4,at%
AlCr1.5NbTiV,homogenized,Alloy composition,Chemical Composition,Al: 21.7 ± 0.2; Cr: 25.0 ± 0.3; Nb: 18.7 ± 0.2; Ti: 17.8 ± 0.3; V: 16.8 ± 0.1,at%
AlNbTiV,Grains,Compression at 800 degC,Chemical Composition,Al: 26.4 ± 0.2; Nb: 24.2 ± 0.1; Ti: 25.3 ± 0.2; V: 24.4 ± 0.3,at%
AlNbTiV,Precipitation-containing zone,Compression at 800 degC,Chemical Composition,Al: 26.5 ± 0.1; Nb: 23.9 ± 0.2; Ti: 25.3 ± 0.5; V: 24.1 ± 0.4,at%
AlNbTiV,Alloy composition,Compression at 800 degC,Chemical Composition,Al: 27.6 ± 0.2; Nb: 24.1 ± 0.1; Ti: 24.8 ± 0.3; V: 23.5 ± 0.1,at%
AlCr0.5NbTiV,Grains,Compression at 800 degC,Chemical Composition,Al: 24.3 ± 0.3; Cr: 10.1 ± 0.4; Nb: 22.3 ± 0.2; Ti: 22.0 ± 0.1; V: 21.3 ± 0.3,at%
AlCr0.5NbTiV,Precipitation-containing zone,Compression at 800 degC,Chemical Composition,Al: 24.7 ± 0.1; Cr: 11.1 ± 0.3; Nb: 22.7 ± 0.3; Ti: 20.6 ± 0.2; V: 20.9 ± 0.2,at%
AlCr0.5NbTiV,Alloy composition,Compression at 800 degC,Chemical Composition,Al: 25.6 ± 0.2; Cr: 10.2 ± 0.2; Nb: 22.2 ± 0.1; Ti: 21.4 ± 0.2; V: 20.6 ± 0.3,at%
AlCrNbTiV,Grains,Compression at 800 degC,Chemical Composition,Al: 22.3 ± 0.2; Cr: 17.7 ± 0.1; Nb: 17.4 ± 0.2; Ti: 21.9 ± 0.3; V: 20.6 ± 0.1,at%
AlCrNbTiV,Light particles,Compression at 800 degC,Chemical Composition,Al: 17.6 ± 0.1; Cr: 35.2 ± 0.4; Nb: 23.0 ± 0.2; Ti: 10.3 ± 0.1; V: 13.9 ± 0.2,at%
AlCrNbTiV,Precipitation-containing zone,Compression at 800 degC,Chemical Composition,Al: 22.5 ± 0.3; Cr: 17.0 ± 0.2; Nb: 17.7 ± 0.2; Ti: 22.6 ± 0.1; V: 22.2 ± 0.3,at%
AlCrNbTiV,Alloy composition,Compression at 800 degC,Chemical Composition,Al: 22.9 ± 0.2; Cr: 18.8 ± 0.3; Nb: 20.2 ± 0.1; Ti: 19.3 ± 0.2; V: 18.8 ± 0.4,at%
AlCr1.5NbTiV,Grains,Compression at 800 degC,Chemical Composition,Al: 21.8 ± 0.1; Cr: 20.7 ± 0.2; Nb: 14.8 ± 0.2; Ti: 22.3 ± 0.1; V: 20.4 ± 0.1,at%
AlCr1.5NbTiV,Light particles,Compression at 800 degC,Chemical Composition,Al: 16.6 ± 0.2; Cr: 38.7 ± 0.1; Nb: 23.8 ± 0.2; Ti: 9.5 ± 0.2; V: 11.4 ± 0.1,at%
AlCr1.5NbTiV,Precipitation-containing zone,Compression at 800 degC,Chemical Composition,Al: 20.6 ± 0.3; Cr: 22.9 ± 0.1; Nb: 16.6 ± 0.3; Ti: 20.9 ± 0.3; V: 19.0 ± 0.3,at%
AlCr1.5NbTiV,Alloy composition,Compression at 800 degC,Chemical Composition,Al: 21.7 ± 0.2; Cr: 25.0 ± 0.3; Nb: 18.7 ± 0.2; Ti: 17.8 ± 0.3; V: 16.8 ± 0.1,at%
AlNbTiV,Grains,-,Chemical Composition,Al: 27.4 ± 0.2; Nb: 23.8 ± 0.1; Ti: 24.8 ± 0.2; V: 24.0 ± 0.1,at%
AlNbTiV,Grey particles,-,Chemical Composition,Al: 32.3 ± 0.1; Nb: 32.3 ± 0.3; Ti: 19.2 ± 0.1; V: 16.2 ± 0.2,at%
AlNbTiV,-,-,Chemical Composition,Al: 27.6 ± 0.2; Nb: 24.1 ± 0.1; Ti: 24.8 ± 0.3; V: 23.5 ± 0.1,at%
AlCr0.5NbTiV,Grains,-,Chemical Composition,Al: 24.2 ± 0.1; Cr: 10.5 ± 0.2; Nb: 18.5 ± 0.2; Ti: 23.9 ± 0.1; V: 22.9 ± 0.3,at%
AlCr0.5NbTiV,Grey particles,-,Chemical Composition,Al: 27.2 ± 0.2; Cr: 4.7 ± 0.1; Nb: 39.0 ± 0.4; Ti: 18.5 ± 0.3; V: 10.6 ± 0.2,at%
AlCr0.5NbTiV,Light particles,-,Chemical Composition,Al: 13.5 ± 0.1; Cr: 30.8 ± 0.4; Nb: 24.9 ± 0.4; Ti: 10.7 ± 0.2; V: 20.1 ± 0.2,at%
AlCr0.5NbTiV,-,-,Chemical Composition,Al: 25.6 ± 0.2; Cr: 10.2 ± 0.2; Nb: 22.2 ± 0.1; Ti: 21.4 ± 0.2; V: 20.6 ± 0.3,at%
AlCrNbTiV,Grains,-,Chemical Composition,Al: 24.4 ± 0.2; Cr: 15.1 ± 0.2; Nb: 17.4 ± 0.3; Ti: 22.9 ± 0.1; V: 20.2 ± 0.1,at%
AlCrNbTiV,Coarse light particles,-,Chemical Composition,Al: 15.2 ± 0.1; Cr: 35.8 ± 0.5; Nb: 25.1 ± 0.3; Ti: 9.9 ± 0.2; V: 14.0 ± 0.4,at%
AlCrNbTiV,Fine light particles,-,Chemical Composition,Al: 15.6 ± 0.4; Cr: 29.9 ± 0.3; Nb: 23.8 ± 0.4; Ti: 13.2 ± 0.4; V: 17.5 ± 0.2,at%
AlCrNbTiV,-,-,Chemical Composition,Al: 22.9 ± 0.2; Cr: 18.8 ± 0.3; Nb: 20.2 ± 0.1; Ti: 19.3 ± 0.2; V: 18.8 ± 0.4,at%
AlCr1.5NbTiV,Grains,-,Chemical Composition,Al: 21.4 ± 0.4; Cr: 15.1 ± 0.3; Nb: 12.6 ± 0.2; Ti: 28.0 ± 0.1; V: 22.9 ± 0.1,at%
AlCr1.5NbTiV,Coarse light particles,-,Chemical Composition,Al: 14.0 ± 0.2; Cr: 39.1 ± 0.6; Nb: 23.7 ± 0.4; Ti: 10.4 ± 0.1; V: 12.8 ± 0.2,at%
AlCr1.5NbTiV,Fine light particles,-,Chemical Composition,Al: 14.2 ± 0.1; Cr: 35.4 ± 0.1; Nb: 22.2 ± 0.2; Ti: 12.5 ± 0.4; V: 15.7 ± 0.1,at%
AlCr1.5NbTiV,-,-,Chemical Composition,Al: 21.7 ± 0.2; Cr: 25.0 ± 0.3; Nb: 18.7 ± 0.2; Ti: 17.8 ± 0.3; V: 16.8 ± 0.1,at%
AlNbTiV,-,Temperature(in degC): 600;Phase: BCC_A2,Phase Fractions,0.697,-
AlNbTiV,-,Temperature(in degC): 600;Phase: Ti3Al,Phase Fractions,0.303,-
AlNbTiV,-,Temperature(in degC): 800;Phase: BCC_A2,Phase Fractions,1,-
AlNbTiV,-,Temperature(in degC): 1000;Phase: BCC_A2,Phase Fractions,1,-
AlNbTiV,-,Temperature(in degC): 1200;Phase: BCC_A2,Phase Fractions,1,-
AlCr0.5NbTiV,-,Temperature(in degC): 600;Phase: BCC_A2,Phase Fractions,0.701,-
AlCr0.5NbTiV,-,Temperature(in degC): 600;Phase: Laves,Phase Fractions,0.135,-
AlCr0.5NbTiV,-,Temperature(in degC): 600;Phase: Ti3Al,Phase Fractions,0.164,-
AlCr0.5NbTiV,-,Temperature(in degC): 800;Phase: BCC_A2,Phase Fractions,1,-
AlCr0.5NbTiV,-,Temperature(in degC): 1000;Phase: BCC_A2,Phase Fractions,1,-
